[2025-03-21 06:00:00] 192.168.1.10 CONNECT /products 502
[2025-03-21 06:00:05] 192.168.1.8 PUT /index.html 203
[2025-03-21 06:00:10] 192.168.1.9 PUT /search 200
[2025-03-21 06:00:15] 192.168.1.5 TRACE /submit 501
[2025-03-21 06:00:20] 192.168.1.10 HEAD /about 501
[2025-03-21 06:00:25] 192.168.1.6 DELETE /search 400
[2025-03-21 06:00:30] 192.168.1.7 DELETE /submit 401
[2025-03-21 06:00:35] 192.168.1.3 DELETE /login 208
[2025-03-21 06:00:40] 192.168.1.3 TRACE /search 203
[2025-03-21 06:00:45] 192.168.1.4 PUT /submit 502
[2025-03-21 06:00:50] 192.168.1.6 POST /about 207
[2025-03-21 06:00:55] 192.168.1.10 DELETE /submit 205
[2025-03-21 06:01:00] 192.168.1.7 DELETE /products 204
[2025-03-21 06:01:05] 192.168.1.6 PUT /about 402
[2025-03-21 06:01:10] 192.168.1.9 HEAD /index.html 208
[2025-03-21 06:01:15] 192.168.1.10 PUT /products 204
[2025-03-21 06:01:20] 192.168.1.6 TRACE /about 203
[2025-03-21 06:01:25] 192.168.1.10 PUT /products 206
[2025-03-21 06:01:30] 192.168.1.5 CONNECT /login 202
[2025-03-21 06:01:35] 192.168.1.9 PUT /submit 200
[2025-03-21 06:01:40] 192.168.1.10 DELETE /submit 210
[2025-03-21 06:01:45] 192.168.1.4 GET /index.html 402
[2025-03-21 06:01:50] 192.168.1.8 POST /submit 401
[2025-03-21 06:01:55] 192.168.1.4 CONNECT /login 500
[2025-03-21 06:02:00] 192.168.1.1 OPTIONS /search 206
[2025-03-21 06:02:05] 192.168.1.8 TRACE /index.html 205
[2025-03-21 06:02:10] 192.168.1.9 DELETE /login 404
[2025-03-21 06:02:15] 192.168.1.9 PUT /submit 500
[2025-03-21 06:02:20] 192.168.1.10 OPTIONS /about 209
[2025-03-21 06:02:25] 192.168.1.5 GET /about 404
[2025-03-21 06:02:30] 192.168.1.8 GET /search 200
[2025-03-21 06:02:35] 192.168.1.9 CONNECT /submit 202
[2025-03-21 06:02:40] 192.168.1.6 PUT /products 404
[2025-03-21 06:02:45] 192.168.1.3 POST /products 205
[2025-03-21 06:02:50] 192.168.1.4 OPTIONS /submit 209
[2025-03-21 06:02:55] 192.168.1.9 PUT /search 502
[2025-03-21 06:03:00] 192.168.1.5 PUT /search 210
[2025-03-21 06:03:05] 192.168.1.1 CONNECT /about 206
[2025-03-21 06:03:10] 192.168.1.5 PUT /login 402
[2025-03-21 06:03:15] 192.168.1.2 GET /search 400
[2025-03-21 06:03:20] 192.168.1.6 HEAD /index.html 210
[2025-03-21 06:03:25] 192.168.1.2 TRACE /login 401
[2025-03-21 06:03:30] 192.168.1.9 TRACE /about 205
[2025-03-21 06:03:35] 192.168.1.3 POST /products 209
[2025-03-21 06:03:40] 192.168.1.8 GET /products 207
[2025-03-21 06:03:45] 192.168.1.4 POST /products 210
[2025-03-21 06:03:50] 192.168.1.6 CONNECT /products 402
[2025-03-21 06:03:55] 192.168.1.3 PUT /products 205
[2025-03-21 06:04:00] 192.168.1.5 PUT /products 502
[2025-03-21 06:04:05] 192.168.1.6 GET /search 503
[2025-03-21 06:04:10] 192.168.1.7 TRACE /about 501
[2025-03-21 06:04:15] 192.168.1.10 PUT /search 206
[2025-03-21 06:04:20] 192.168.1.1 CONNECT /search 205
[2025-03-21 06:04:25] 192.168.1.5 POST /login 402
[2025-03-21 06:04:30] 192.168.1.3 POST /index.html 210
[2025-03-21 06:04:35] 192.168.1.5 DELETE /login 208
[2025-03-21 06:04:40] 192.168.1.1 GET /products 503
[2025-03-21 06:04:45] 192.168.1.3 PUT /search 200
[2025-03-21 06:04:50] 192.168.1.8 TRACE /about 400
[2025-03-21 06:04:55] 192.168.1.1 GET /submit 206
[2025-03-21 06:05:00] 192.168.1.6 HEAD /submit 500
[2025-03-21 06:05:05] 192.168.1.3 PUT /submit 207
[2025-03-21 06:05:10] 192.168.1.6 OPTIONS /about 403
[2025-03-21 06:05:15] 192.168.1.7 HEAD /submit 201
[2025-03-21 06:05:20] 192.168.1.4 PUT /about 209
[2025-03-21 06:05:25] 192.168.1.4 POST /about 210
[2025-03-21 06:05:30] 192.168.1.4 OPTIONS /login 203
[2025-03-21 06:05:35] 192.168.1.5 GET /search 203
[2025-03-21 06:05:40] 192.168.1.6 CONNECT /search 501
[2025-03-21 06:05:45] 192.168.1.1 POST /submit 205
[2025-03-21 06:05:50] 192.168.1.8 PUT /submit 207
[2025-03-21 06:05:55] 192.168.1.1 PUT /search 200
[2025-03-21 06:06:00] 192.168.1.4 DELETE /search 404
[2025-03-21 06:06:05] 192.168.1.3 CONNECT /search 210
[2025-03-21 06:06:10] 192.168.1.6 POST /index.html 402
[2025-03-21 06:06:15] 192.168.1.7 PUT /search 208
[2025-03-21 06:06:20] 192.168.1.2 POST /login 403
[2025-03-21 06:06:25] 192.168.1.6 PUT /index.html 501
[2025-03-21 06:06:30] 192.168.1.7 PUT /submit 207
[2025-03-21 06:06:35] 192.168.1.9 CONNECT /login 500
[2025-03-21 06:06:40] 192.168.1.7 GET /products 205
[2025-03-21 06:06:45] 192.168.1.8 HEAD /search 403
[2025-03-21 06:06:50] 192.168.1.8 HEAD /products 402
[2025-03-21 06:06:55] 192.168.1.6 OPTIONS /search 503
[2025-03-21 06:07:00] 192.168.1.4 OPTIONS /search 209
[2025-03-21 06:07:05] 192.168.1.2 DELETE /products 401
[2025-03-21 06:07:10] 192.168.1.5 POST /index.html 400
[2025-03-21 06:07:15] 192.168.1.7 PUT /about 210
[2025-03-21 06:07:20] 192.168.1.5 GET /products 200
[2025-03-21 06:07:25] 192.168.1.6 DELETE /products 206
[2025-03-21 06:07:30] 192.168.1.5 PUT /submit 205
[2025-03-21 06:07:35] 192.168.1.5 POST /search 204
[2025-03-21 06:07:40] 192.168.1.8 GET /submit 202
[2025-03-21 06:07:45] 192.168.1.5 GET /login 204
[2025-03-21 06:07:50] 192.168.1.7 PUT /submit 203
[2025-03-21 06:07:55] 192.168.1.3 PUT /products 502
[2025-03-21 06:08:00] 192.168.1.7 HEAD /submit 208
[2025-03-21 06:08:05] 192.168.1.7 POST /products 201
[2025-03-21 06:08:10] 192.168.1.2 OPTIONS /about 206
[2025-03-21 06:08:15] 192.168.1.4 CONNECT /index.html 205
[2025-03-21 06:08:20] 192.168.1.3 DELETE /index.html 500
[2025-03-21 06:08:25] 192.168.1.2 PUT /products 207
[2025-03-21 06:08:30] 192.168.1.2 CONNECT /about 403
[2025-03-21 06:08:35] 192.168.1.6 OPTIONS /about 501
[2025-03-21 06:08:40] 192.168.1.10 DELETE /login 210
[2025-03-21 06:08:45] 192.168.1.7 PUT /products 205
[2025-03-21 06:08:50] 192.168.1.3 DELETE /search 500
[2025-03-21 06:08:55] 192.168.1.5 POST /products 401
[2025-03-21 06:09:00] 192.168.1.6 PUT /products 501
[2025-03-21 06:09:05] 192.168.1.9 DELETE /search 400
[2025-03-21 06:09:10] 192.168.1.5 CONNECT /index.html 200
[2025-03-21 06:09:15] 192.168.1.6 DELETE /login 205
[2025-03-21 06:09:20] 192.168.1.5 CONNECT /submit 200
[2025-03-21 06:09:25] 192.168.1.2 CONNECT /products 210
[2025-03-21 06:09:30] 192.168.1.7 TRACE /search 208
[2025-03-21 06:09:35] 192.168.1.2 GET /about 502
[2025-03-21 06:09:40] 192.168.1.10 TRACE /search 207
[2025-03-21 06:09:45] 192.168.1.5 OPTIONS /search 201
[2025-03-21 06:09:50] 192.168.1.9 OPTIONS /login 207
[2025-03-21 06:09:55] 192.168.1.1 HEAD /login 207
[2025-03-21 06:10:00] 192.168.1.1 POST /index.html 201
[2025-03-21 06:10:05] 192.168.1.4 CONNECT /login 205
[2025-03-21 06:10:10] 192.168.1.7 HEAD /submit 208
[2025-03-21 06:10:15] 192.168.1.8 TRACE /search 501
[2025-03-21 06:10:20] 192.168.1.9 GET /search 500
[2025-03-21 06:10:25] 192.168.1.8 HEAD /login 209
[2025-03-21 06:10:30] 192.168.1.1 DELETE /products 201
[2025-03-21 06:10:35] 192.168.1.3 TRACE /index.html 403
[2025-03-21 06:10:40] 192.168.1.4 POST /login 202
[2025-03-21 06:10:45] 192.168.1.4 GET /search 501
[2025-03-21 06:10:50] 192.168.1.8 DELETE /products 501
[2025-03-21 06:10:55] 192.168.1.1 GET /search 402
[2025-03-21 06:11:00] 192.168.1.3 POST /about 200
[2025-03-21 06:11:05] 192.168.1.2 CONNECT /submit 204
[2025-03-21 06:11:10] 192.168.1.3 CONNECT /about 204
[2025-03-21 06:11:15] 192.168.1.3 DELETE /search 500
[2025-03-21 06:11:20] 192.168.1.1 GET /index.html 500
